Index,Xpeakstrength,Zpeakstrength
Building_T1-60x30-S2-GS_Variated6_4,0.368172972,0.440912188
Building_T1-60x30-S2-GS_Variated6_5,0.458544532,0.451331728
Building_T1-60x30-S2-GS_Variated7_1,0.539810063,0.541279593
Building_T1-60x30-S2-GS_Variated7_2,0.408124198,0.441154623
Building_T1-60x30-S2-GS_Variated7_3,0.539964305,0.545171645
Building_T1-60x30-S2-GS_Variated7_4,0.444322935,0.468429257
Building_T1-60x30-S2-GS_Variated7_5,0.459618124,0.50701648
Building_T1-60x30-S2-GS_Variated8_1,0.355834166,0.402864719
Building_T1-60x30-S2-GS_Variated8_2,0.374062987,0.440867169
Building_T1-60x30-S2-GS_Variated8_3,0.469473806,0.494154236
Building_T1-60x30-S2-GS_Variated8_4,0.364422103,0.387324624
Building_T1-60x30-S2-GS_Variated8_5,0.346806948,0.367294717
Building_T1-60x30-S2-GS_Variated9_1,0.540610278,0.572782758
Building_T1-60x30-S2-GS_Variated9_2,0.416241994,0.447600716
Building_T1-60x30-S2-GS_Variated9_3,0.547777476,0.55120824
Building_T1-60x30-S2-GS_Variated9_4,0.587944052,0.61698685
Building_T1-60x30-S2-GS_Variated9_5,0.413099163,0.457307246
Building_T1-60x30-S2-GS_Variated10_1,0.377731434,0.43667254
Building_T1-60x30-S2-GS_Variated10_2,0.544443418,0.488687868
Building_T1-60x30-S2-GS_Variated10_3,0.55799577,0.48868676
Building_T1-60x30-S2-GS_Variated10_4,0.529477046,0.48869017
Building_T1-60x30-S2-GS_Variated10_5,0.415675384,0.46526147
Building_T1-60x30-S3-GS_Variated1_1,0.270314993,0.280858434
Building_T1-60x30-S3-GS_Variated1_2,0.195283934,0.218662695
Building_T1-60x30-S3-GS_Variated1_3,0.29571708,0.305024501
Building_T1-60x30-S3-GS_Variated1_4,0.224650324,0.238006697
Building_T1-60x30-S3-GS_Variated1_5,0.207416753,0.247744531
Building_T1-60x30-S3-GS_Variated2_1,0.207643452,0.241500416
Building_T1-60x30-S3-GS_Variated2_2,0.311752507,0.298874965
Building_T1-60x30-S3-GS_Variated2_3,0.295743663,0.288441767
Building_T1-60x30-S3-GS_Variated2_4,0.291912922,0.303480746
Building_T1-60x30-S3-GS_Variated2_5,0.252175564,0.261926936
Building_T1-60x30-S3-GS_Variated3_1,0.27579482,0.229473426
Building_T1-60x30-S3-GS_Variated3_2,0.275764976,0.229474232
Building_T1-60x30-S3-GS_Variated3_3,0.252518347,0.229495352
Building_T1-60x30-S3-GS_Variated3_4,0.22453714,0.229471544
Building_T1-60x30-S3-GS_Variated3_5,0.275765819,0.229473443
Building_T1-60x30-S3-GS_Variated4_1,0.198731674,0.215424611
Building_T1-60x30-S3-GS_Variated4_2,0.198743869,0.208110249
Building_T1-60x30-S3-GS_Variated4_3,0.251310125,0.229247141
Building_T1-60x30-S3-GS_Variated4_4,0.275290765,0.229248521
Building_T1-60x30-S3-GS_Variated4_5,0.239292243,0.229246334
Building_T1-60x30-S3-GS_Variated5_1,0.254498673,0.270540963
Building_T1-60x30-S3-GS_Variated5_2,0.297893097,0.297590299
Building_T1-60x30-S3-GS_Variated5_3,0.288945293,0.292580863
Building_T1-60x30-S3-GS_Variated5_4,0.336423087,0.297591531
Building_T1-60x30-S3-GS_Variated5_5,0.258397338,0.288675998
Building_T1-60x30-S3-GS_Variated6_1,0.268093671,0.223164721
Building_T1-60x30-S3-GS_Variated6_2,0.26808195,0.223164199
Building_T1-60x30-S3-GS_Variated6_3,0.222681652,0.223165631
Building_T1-60x30-S3-GS_Variated6_4,0.22656505,0.223166497
Building_T1-60x30-S3-GS_Variated6_5,0.268080926,0.223163545
Building_T1-60x30-S3-GS_Variated7_1,0.323352363,0.341625851
Building_T1-60x30-S3-GS_Variated7_2,0.217883111,0.248301752
Building_T1-60x30-S3-GS_Variated7_3,0.34540525,0.338727968
Building_T1-60x30-S3-GS_Variated7_4,0.335689488,0.334505367
Building_T1-60x30-S3-GS_Variated7_5,0.284011301,0.291826129
Building_T1-60x30-S3-GS_Variated8_1,0.232522726,0.193336023
Building_T1-60x30-S3-GS_Variated8_2,0.2293189,0.193334157
Building_T1-60x30-S3-GS_Variated8_3,0.232547605,0.193335833
Building_T1-60x30-S3-GS_Variated8_4,0.232522649,0.193336959
Building_T1-60x30-S3-GS_Variated8_5,0.232538291,0.193335649
Building_T1-60x30-S3-GS_Variated9_1,0.246330341,0.20499691
Building_T1-60x30-S3-GS_Variated9_2,0.246354994,0.204997266
Building_T1-60x30-S3-GS_Variated9_3,0.229657978,0.204998589
Building_T1-60x30-S3-GS_Variated9_4,0.231350601,0.2049986
Building_T1-60x30-S3-GS_Variated9_5,0.210566494,0.204998564
Building_T1-60x30-S3-GS_Variated10_1,0.341644059,0.304154587
Building_T1-60x30-S3-GS_Variated10_2,0.272871904,0.300640787
Building_T1-60x30-S3-GS_Variated10_3,0.2367882,0.271863692
Building_T1-60x30-S3-GS_Variated10_4,0.290969553,0.304153615
Building_T1-60x30-S3-GS_Variated10_5,0.347714929,0.304156628
Building_T1-100x30-S2-GS_Variated1_1,0.505988167,0.288619731
Building_T1-100x30-S2-GS_Variated1_2,0.609348334,0.332832754
Building_T1-100x30-S2-GS_Variated1_3,0.479926518,0.272161982
Building_T1-100x30-S2-GS_Variated1_4,0.462937678,0.264178104
Building_T1-100x30-S2-GS_Variated1_5,0.6623778,0.356077554
Building_T1-100x30-S2-GS_Variated2_1,0.528666093,0.318268454
Building_T1-100x30-S2-GS_Variated2_2,0.50227464,0.309244299
Building_T1-100x30-S2-GS_Variated2_3,0.730683105,0.395939872
Building_T1-100x30-S2-GS_Variated2_4,0.704752183,0.391408052
Building_T1-100x30-S2-GS_Variated2_5,0.627384589,0.359616355
Building_T1-100x30-S2-GS_Variated3_1,0.504276646,0.284322831
Building_T1-100x30-S2-GS_Variated3_2,0.508162153,0.285977236
Building_T1-100x30-S2-GS_Variated3_3,0.692887148,0.343589458
Building_T1-100x30-S2-GS_Variated3_4,0.653305632,0.343605962
Building_T1-100x30-S2-GS_Variated3_5,0.669400423,0.343601372
Building_T1-100x30-S2-GS_Variated4_1,0.55656897,0.311873783
Building_T1-100x30-S2-GS_Variated4_2,0.661968997,0.359266539
Building_T1-100x30-S2-GS_Variated4_3,0.462327595,0.259284039
Building_T1-100x30-S2-GS_Variated4_4,0.69504659,0.374075715
Building_T1-100x30-S2-GS_Variated4_5,0.600972261,0.330728883
Building_T1-100x30-S2-GS_Variated5_1,0.532385061,0.292065841
Building_T1-100x30-S2-GS_Variated5_2,0.597703178,0.296709198
Building_T1-100x30-S2-GS_Variated5_3,0.483491606,0.271367558
Building_T1-100x30-S2-GS_Variated5_4,0.597716249,0.296714526
Building_T1-100x30-S2-GS_Variated5_5,0.472487916,0.260339705
Building_T1-100x30-S2-GS_Variated6_1,0.626740252,0.346581102
Building_T1-100x30-S2-GS_Variated6_2,0.550685398,0.315976935
Building_T1-100x30-S2-GS_Variated6_3,0.667292543,0.371155012
Building_T1-100x30-S2-GS_Variated6_4,0.547152545,0.315441785
Building_T1-100x30-S2-GS_Variated6_5,0.449442822,0.275351616
Building_T1-100x30-S2-GS_Variated7_1,0.733351047,0.398124339
Building_T1-100x30-S2-GS_Variated7_2,0.711234355,0.385215191
Building_T1-100x30-S2-GS_Variated7_3,0.629945209,0.345492414
Building_T1-100x30-S2-GS_Variated7_4,0.702962662,0.379978
Building_T1-100x30-S2-GS_Variated7_5,0.518066488,0.287913601
Building_T1-100x30-S2-GS_Variated8_1,0.588603294,0.325014165
Building_T1-100x30-S2-GS_Variated8_2,0.696725078,0.373646099
Building_T1-100x30-S2-GS_Variated8_3,0.55823976,0.311230086
Building_T1-100x30-S2-GS_Variated8_4,0.495451591,0.282290349
Building_T1-100x30-S2-GS_Variated8_5,0.560331816,0.308014437
Building_T1-100x30-S2-GS_Variated9_1,0.711463331,0.392271088
Building_T1-100x30-S2-GS_Variated9_2,0.468484551,0.287429553
Building_T1-100x30-S2-GS_Variated9_3,0.519976166,0.304427854
Building_T1-100x30-S2-GS_Variated9_4,0.710100797,0.390984276
Building_T1-100x30-S2-GS_Variated9_5,0.643791422,0.361547506
Building_T1-100x30-S2-GS_Variated10_1,0.506978173,0.291380717
Building_T1-100x30-S2-GS_Variated10_2,0.628582643,0.345942139
Building_T1-100x30-S2-GS_Variated10_3,0.528812298,0.29983854
Building_T1-100x30-S2-GS_Variated10_4,0.541895853,0.308847282
Building_T1-100x30-S2-GS_Variated10_5,0.599253725,0.336752882
Building_T1-100x30-S3-GS_Variated1_1,0.310583263,0.15183034
Building_T1-100x30-S3-GS_Variated1_2,0.310556202,0.151814701
Building_T1-100x30-S3-GS_Variated1_3,0.310567455,0.151817049
Building_T1-100x30-S3-GS_Variated1_4,0.310532816,0.151813821
Building_T1-100x30-S3-GS_Variated1_5,0.310564719,0.151813765
Building_T1-100x30-S3-GS_Variated2_1,0.323820574,0.158901258
Building_T1-100x30-S3-GS_Variated2_2,0.323830907,0.158901499
Building_T1-100x30-S3-GS_Variated2_3,0.295022949,0.158916648
Building_T1-100x30-S3-GS_Variated2_4,0.314293291,0.158921749
Building_T1-100x30-S3-GS_Variated2_5,0.323791904,0.158900545
Building_T1-100x30-S3-GS_Variated3_1,0.283226837,0.138863043
Building_T1-100x30-S3-GS_Variated3_2,0.283180823,0.138863688
Building_T1-100x30-S3-GS_Variated3_3,0.283225827,0.138863643
Building_T1-100x30-S3-GS_Variated3_4,0.28320313,0.138861879
Building_T1-100x30-S3-GS_Variated3_5,0.283194634,0.138863198
Building_T1-100x30-S3-GS_Variated4_1,0.290222379,0.151685329
Building_T1-100x30-S3-GS_Variated4_2,0.309100593,0.151658394
Building_T1-100x30-S3-GS_Variated4_3,0.307936196,0.151659229
Building_T1-100x30-S3-GS_Variated4_4,0.304447092,0.151657205
Building_T1-100x30-S3-GS_Variated4_5,0.309085406,0.151658189
Building_T1-100x30-S3-GS_Variated5_1,0.254164546,0.124201217
Building_T1-100x30-S3-GS_Variated5_2,0.254174813,0.124202505
Building_T1-100x30-S3-GS_Variated5_3,0.254171184,0.124201664
Building_T1-100x30-S3-GS_Variated5_4,0.254157381,0.124202139
Building_T1-100x30-S3-GS_Variated5_5,0.254151654,0.124201178
Building_T1-100x30-S3-GS_Variated6_1,0.307413233,0.15052024
Building_T1-100x30-S3-GS_Variated6_2,0.30741264,0.150521449
Building_T1-100x30-S3-GS_Variated6_3,0.301474478,0.150521169
Building_T1-100x30-S3-GS_Variated6_4,0.307421499,0.150520223
Building_T1-100x30-S3-GS_Variated6_5,0.307419034,0.150520474
Building_T1-100x30-S3-GS_Variated7_1,0.304480744,0.149518573
Building_T1-100x30-S3-GS_Variated7_2,0.285194554,0.149509404
Building_T1-100x30-S3-GS_Variated7_3,0.304489586,0.14950863
Building_T1-100x30-S3-GS_Variated7_4,0.304495409,0.149508836
Building_T1-100x30-S3-GS_Variated7_5,0.3044735,0.149508422
Building_T1-100x30-S3-GS_Variated8_1,0.395016,0.194776175
Building_T1-100x30-S3-GS_Variated8_2,0.39500898,0.194764897
Building_T1-100x30-S3-GS_Variated8_3,0.269985328,0.166516992
Building_T1-100x30-S3-GS_Variated8_4,0.394985681,0.194764572
Building_T1-100x30-S3-GS_Variated8_5,0.394986778,0.19476476
Building_T1-100x30-S3-GS_Variated9_1,0.353775612,0.195314023
Building_T1-100x30-S3-GS_Variated9_2,0.395331189,0.226382854
Building_T1-100x30-S3-GS_Variated9_3,0.433160283,0.24452176
Building_T1-100x30-S3-GS_Variated9_4,0.328585912,0.187296597
Building_T1-100x30-S3-GS_Variated9_5,0.358201146,0.210917798
Building_T1-100x30-S3-GS_Variated10_1,0.288967993,0.181579852
Building_T1-100x30-S3-GS_Variated10_2,0.31880941,0.185208368
Building_T1-100x30-S3-GS_Variated10_3,0.293378548,0.170516987
Building_T1-100x30-S3-GS_Variated10_4,0.349450711,0.185206796
Building_T1-100x30-S3-GS_Variated10_5,0.375951415,0.185194133
Building_T1-60x30-S2-PS_Variated1_1,0.435444371,0.298096395
Building_T1-60x30-S2-PS_Variated1_2,0.311504326,0.298096357
Building_T1-60x30-S2-PS_Variated1_3,0.34744395,0.298097757
Building_T1-60x30-S2-PS_Variated1_4,0.315592363,0.298095646
Building_T1-60x30-S2-PS_Variated1_5,0.435455335,0.298131213
Building_T1-60x30-S2-PS_Variated2_1,0.818386078,0.561683276
Building_T1-60x30-S2-PS_Variated2_2,0.362402197,0.362547051
Building_T1-60x30-S2-PS_Variated2_3,0.418396845,0.39328959
Building_T1-60x30-S2-PS_Variated2_4,0.328196004,0.319934785
Building_T1-60x30-S2-PS_Variated2_5,0.818380457,0.561681137
Building_T1-60x30-S2-PS_Variated3_1,0.325597233,0.222630676
Building_T1-60x30-S2-PS_Variated3_2,0.320488182,0.222632956
Building_T1-60x30-S2-PS_Variated3_3,0.325658409,0.222634218
Building_T1-60x30-S2-PS_Variated3_4,0.325651051,0.222632617
Building_T1-60x30-S2-PS_Variated3_5,0.325638452,0.222633298
Building_T1-60x30-S2-PS_Variated4_1,0.415495163,0.284121505
Building_T1-60x30-S2-PS_Variated4_2,0.41548606,0.284123861
Building_T1-60x30-S2-PS_Variated4_3,0.415468995,0.284118148
Building_T1-60x30-S2-PS_Variated4_4,0.415484979,0.28411953
Building_T1-60x30-S2-PS_Variated4_5,0.415473723,0.284124118
Building_T1-60x30-S2-PS_Variated5_1,0.750405339,0.51472745
Building_T1-60x30-S2-PS_Variated5_2,0.750425015,0.514741224
Building_T1-60x30-S2-PS_Variated5_3,0.302675373,0.306849961
Building_T1-60x30-S2-PS_Variated5_4,0.328006314,0.324476797
Building_T1-60x30-S2-PS_Variated5_5,0.326998615,0.327249609
Building_T1-60x30-S2-PS_Variated6_1,0.370416113,0.364807363
Building_T1-60x30-S2-PS_Variated6_2,0.485636872,0.472535695
Building_T1-60x30-S2-PS_Variated6_3,0.451100204,0.443358743
Building_T1-60x30-S2-PS_Variated6_4,0.68872275,0.472375287
Building_T1-60x30-S2-PS_Variated6_5,0.439034637,0.446779389
Building_T1-60x30-S2-PS_Variated7_1,0.413633173,0.407035994
Building_T1-60x30-S2-PS_Variated7_2,0.419284202,0.411201266
Building_T1-60x30-S2-PS_Variated7_3,0.337309161,0.341536559
Building_T1-60x30-S2-PS_Variated7_4,0.371715729,0.383297013
Building_T1-60x30-S2-PS_Variated7_5,0.660226734,0.452833266
Building_T1-60x30-S2-PS_Variated8_1,0.334915732,0.258484624
Building_T1-60x30-S2-PS_Variated8_2,0.334430755,0.258486423
Building_T1-60x30-S2-PS_Variated8_3,0.304668134,0.258485979
Building_T1-60x30-S2-PS_Variated8_4,0.277131184,0.258481949
Building_T1-60x30-S2-PS_Variated8_5,0.378095719,0.258486131
Building_T1-60x30-S2-PS_Variated9_1,0.296461476,0.296578012
Building_T1-60x30-S2-PS_Variated9_2,0.404520141,0.409532302
Building_T1-60x30-S2-PS_Variated9_3,0.424563333,0.420531373
Building_T1-60x30-S2-PS_Variated9_4,0.336963646,0.358410668
Building_T1-60x30-S2-PS_Variated9_5,0.299587461,0.291548493
Building_T1-60x30-S2-PS_Variated10_1,0.728037711,0.499841192
Building_T1-60x30-S2-PS_Variated10_2,0.728038368,0.499841496
Building_T1-60x30-S2-PS_Variated10_3,0.363597253,0.349771676
Building_T1-60x30-S2-PS_Variated10_4,0.728033085,0.49984615
Building_T1-60x30-S2-PS_Variated10_5,0.338903013,0.339992537
Building_T1-60x30-S3-PS_Variated1_1,0.183768237,0.171975778
Building_T1-60x30-S3-PS_Variated1_2,0.174491256,0.168042165
Building_T1-60x30-S3-PS_Variated1_3,0.206357374,0.17197564
Building_T1-60x30-S3-PS_Variated1_4,0.230396074,0.171979647
Building_T1-60x30-S3-PS_Variated1_5,0.180745492,0.171985028
Building_T1-60x30-S3-PS_Variated2_1,0.223941969,0.152314686
Building_T1-60x30-S3-PS_Variated2_2,0.223951982,0.152312696
Building_T1-60x30-S3-PS_Variated2_3,0.223912453,0.152313751
Building_T1-60x30-S3-PS_Variated2_4,0.203704098,0.152316362
Building_T1-60x30-S3-PS_Variated2_5,0.223944289,0.152315829
Building_T1-60x30-S3-PS_Variated3_1,0.262877111,0.187036756
Building_T1-60x30-S3-PS_Variated3_2,0.238023553,0.18703357
Building_T1-60x30-S3-PS_Variated3_3,0.261499856,0.187031456
Building_T1-60x30-S3-PS_Variated3_4,0.199561593,0.187069428
Building_T1-60x30-S3-PS_Variated3_5,0.227277722,0.18703374
Building_T1-60x30-S3-PS_Variated4_1,0.204889706,0.14457319
Building_T1-60x30-S3-PS_Variated4_2,0.212878707,0.144574141
Building_T1-60x30-S3-PS_Variated4_3,0.200004806,0.144572138
Building_T1-60x30-S3-PS_Variated4_4,0.212882867,0.144588447
Building_T1-60x30-S3-PS_Variated4_5,0.212861406,0.144575811
Building_T1-60x30-S3-PS_Variated5_1,0.248306025,0.205269531
Building_T1-60x30-S3-PS_Variated5_2,0.244271901,0.205268647
Building_T1-60x30-S3-PS_Variated5_3,0.175352991,0.191152889
Building_T1-60x30-S3-PS_Variated5_4,0.247675603,0.205266864
Building_T1-60x30-S3-PS_Variated5_5,0.231961598,0.205270798
Building_T1-60x30-S3-PS_Variated6_1,0.170287603,0.115215023
Building_T1-60x30-S3-PS_Variated6_2,0.170311408,0.115218522
Building_T1-60x30-S3-PS_Variated6_3,0.170314106,0.115215654
Building_T1-60x30-S3-PS_Variated6_4,0.170267131,0.115218155
Building_T1-60x30-S3-PS_Variated6_5,0.170320545,0.115215657
Building_T1-60x30-S3-PS_Variated7_1,0.325669057,0.222276381
Building_T1-60x30-S3-PS_Variated7_2,0.325649801,0.222294211
Building_T1-60x30-S3-PS_Variated7_3,0.182959411,0.185870633
Building_T1-60x30-S3-PS_Variated7_4,0.225578934,0.216046504
Building_T1-60x30-S3-PS_Variated7_5,0.325653509,0.222275162
Building_T1-60x30-S3-PS_Variated8_1,0.191262724,0.146079815
Building_T1-60x30-S3-PS_Variated8_2,0.214770214,0.146083451
Building_T1-60x30-S3-PS_Variated8_3,0.21476243,0.146079129
Building_T1-60x30-S3-PS_Variated8_4,0.187251812,0.146082055
Building_T1-60x30-S3-PS_Variated8_5,0.214760714,0.14608121
Building_T1-60x30-S3-PS_Variated9_1,0.195239963,0.132048678
Building_T1-60x30-S3-PS_Variated9_2,0.195228109,0.132050801
Building_T1-60x30-S3-PS_Variated9_3,0.195223382,0.132050481
Building_T1-60x30-S3-PS_Variated9_4,0.195242179,0.132047346
Building_T1-60x30-S3-PS_Variated9_5,0.195223822,0.132048537
Building_T1-60x30-S3-PS_Variated10_1,0.192684015,0.196475179
Building_T1-60x30-S3-PS_Variated10_2,0.233607561,0.228847534
Building_T1-60x30-S3-PS_Variated10_3,0.216506758,0.202649708
Building_T1-60x30-S3-PS_Variated10_4,0.229921303,0.229090779
Building_T1-60x30-S3-PS_Variated10_5,0.347915318,0.237435374
Building_T1-100x30-S2-PS_Variated1_1,0.390755968,0.158001282
Building_T1-100x30-S2-PS_Variated1_2,0.39075878,0.158000133
Building_T1-100x30-S2-PS_Variated1_3,0.390761201,0.158001275
Building_T1-100x30-S2-PS_Variated1_4,0.36218895,0.157999636
Building_T1-100x30-S2-PS_Variated1_5,0.390773978,0.158000776
Building_T1-100x30-S2-PS_Variated2_1,0.525232991,0.278003236
Building_T1-100x30-S2-PS_Variated2_2,0.47754662,0.252237436
Building_T1-100x30-S2-PS_Variated2_3,0.424860834,0.228440033
Building_T1-100x30-S2-PS_Variated2_4,0.461290612,0.249799731
Building_T1-100x30-S2-PS_Variated2_5,0.77821478,0.318141031
Building_T1-100x30-S2-PS_Variated3_1,0.61842451,0.252314547
Building_T1-100x30-S2-PS_Variated3_2,0.398475072,0.217519142
Building_T1-100x30-S2-PS_Variated3_3,0.36999825,0.200166884
Building_T1-100x30-S2-PS_Variated3_4,0.554448373,0.252310186
Building_T1-100x30-S2-PS_Variated3_5,0.450951167,0.228663828
Building_T1-100x30-S2-PS_Variated4_1,0.564996072,0.246940231
Building_T1-100x30-S2-PS_Variated4_2,0.511256959,0.24693691
Building_T1-100x30-S2-PS_Variated4_3,0.462724693,0.24694235
Building_T1-100x30-S2-PS_Variated4_4,0.516682934,0.246937774
Building_T1-100x30-S2-PS_Variated4_5,0.428763035,0.227666502
Building_T1-100x30-S2-PS_Variated5_1,0.935211357,0.382264632
Building_T1-100x30-S2-PS_Variated5_2,0.451298136,0.238304719
Building_T1-100x30-S2-PS_Variated5_3,0.536540345,0.263356537
Building_T1-100x30-S2-PS_Variated5_4,0.431572139,0.226956766
Building_T1-100x30-S2-PS_Variated5_5,0.547565757,0.285630636
Building_T1-100x30-S2-PS_Variated6_1,0.502828909,0.250647489
Building_T1-100x30-S2-PS_Variated6_2,0.420010196,0.220379846
Building_T1-100x30-S2-PS_Variated6_3,0.436865963,0.223694783
Building_T1-100x30-S2-PS_Variated6_4,0.494984325,0.252857587
Building_T1-100x30-S2-PS_Variated6_5,0.459243072,0.238559367
Building_T1-100x30-S2-PS_Variated7_1,0.523779788,0.266176509
Building_T1-100x30-S2-PS_Variated7_2,0.676209428,0.275475443
Building_T1-100x30-S2-PS_Variated7_3,0.473524261,0.250273556
Building_T1-100x30-S2-PS_Variated7_4,0.400724327,0.213321436
Building_T1-100x30-S2-PS_Variated7_5,0.554901628,0.275477082
Building_T1-100x30-S2-PS_Variated8_1,0.385769107,0.173642262
Building_T1-100x30-S2-PS_Variated8_2,0.427756652,0.173652549
Building_T1-100x30-S2-PS_Variated8_3,0.427743305,0.17364019
Building_T1-100x30-S2-PS_Variated8_4,0.421777247,0.173643982
Building_T1-100x30-S2-PS_Variated8_5,0.427740818,0.173642049
Building_T1-100x30-S2-PS_Variated9_1,0.411536577,0.220687565
Building_T1-100x30-S2-PS_Variated9_2,0.5591693,0.287077785
Building_T1-100x30-S2-PS_Variated9_3,0.545613512,0.282032633
Building_T1-100x30-S2-PS_Variated9_4,0.430459297,0.226821074
Building_T1-100x30-S2-PS_Variated9_5,0.799475959,0.326351852
Building_T1-100x30-S2-PS_Variated10_1,0.404705017,0.171267798
Building_T1-100x30-S2-PS_Variated10_2,0.422990717,0.171236878
Building_T1-100x30-S2-PS_Variated10_3,0.423020877,0.17123797
Building_T1-100x30-S2-PS_Variated10_4,0.422972607,0.171236434
Building_T1-100x30-S2-PS_Variated10_5,0.422973929,0.171234073
Building_T1-100x30-S3-PS_Variated1_1,0.201184641,0.079529188
Building_T1-100x30-S3-PS_Variated1_2,0.201160401,0.079527062
Building_T1-100x30-S3-PS_Variated1_3,0.201168169,0.079528
Building_T1-100x30-S3-PS_Variated1_4,0.201162853,0.079529062
Building_T1-100x30-S3-PS_Variated1_5,0.201168463,0.079527378
Building_T1-100x30-S3-PS_Variated2_1,0.234060559,0.092528144
Building_T1-100x30-S3-PS_Variated2_2,0.234007404,0.092523006
Building_T1-100x30-S3-PS_Variated2_3,0.234019455,0.092521585
Building_T1-100x30-S3-PS_Variated2_4,0.234012319,0.092520698
Building_T1-100x30-S3-PS_Variated2_5,0.234007818,0.092544518
Building_T1-100x30-S3-PS_Variated3_1,0.325224125,0.130790663
Building_T1-100x30-S3-PS_Variated3_2,0.325228324,0.130788497
Building_T1-100x30-S3-PS_Variated3_3,0.251431535,0.130790287
Building_T1-100x30-S3-PS_Variated3_4,0.246795164,0.128506099
Building_T1-100x30-S3-PS_Variated3_5,0.250305286,0.130142722
Building_T1-100x30-S3-PS_Variated4_1,0.231106434,0.091965501
Building_T1-100x30-S3-PS_Variated4_2,0.231169424,0.091963311
Building_T1-100x30-S3-PS_Variated4_3,0.231106456,0.091963532
Building_T1-100x30-S3-PS_Variated4_4,0.224878713,0.091965569
Building_T1-100x30-S3-PS_Variated4_5,0.23111318,0.091964764
Building_T1-100x30-S3-PS_Variated5_1,0.278476392,0.110636472
Building_T1-100x30-S3-PS_Variated5_2,0.278543561,0.110635442
Building_T1-100x30-S3-PS_Variated5_3,0.251992118,0.110651437
Building_T1-100x30-S3-PS_Variated5_4,0.255885904,0.110638841
Building_T1-100x30-S3-PS_Variated5_5,0.278452189,0.110636208
Building_T1-100x30-S3-PS_Variated6_1,0.196098735,0.077441959
Building_T1-100x30-S3-PS_Variated6_2,0.19610289,0.077440684
Building_T1-100x30-S3-PS_Variated6_3,0.196123577,0.077442878
Building_T1-100x30-S3-PS_Variated6_4,0.196122015,0.077441174
Building_T1-100x30-S3-PS_Variated6_5,0.196117726,0.077440107
Building_T1-100x30-S3-PS_Variated7_1,0.295411672,0.146542578
Building_T1-100x30-S3-PS_Variated7_2,0.310894401,0.151149241
Building_T1-100x30-S3-PS_Variated7_3,0.288556397,0.149571315
Building_T1-100x30-S3-PS_Variated7_4,0.296788104,0.140837861
Building_T1-100x30-S3-PS_Variated7_5,0.265166496,0.132159539
Building_T1-100x30-S3-PS_Variated8_1,0.201560917,0.079137635
Building_T1-100x30-S3-PS_Variated8_2,0.201557179,0.07914579
Building_T1-100x30-S3-PS_Variated8_3,0.201596607,0.079138096
Building_T1-100x30-S3-PS_Variated8_4,0.201585497,0.079138925
Building_T1-100x30-S3-PS_Variated8_5,0.20155828,0.079138978
Building_T1-100x30-S3-PS_Variated9_1,0.18196635,0.07154876
Building_T1-100x30-S3-PS_Variated9_2,0.181969352,0.071550283
Building_T1-100x30-S3-PS_Variated9_3,0.181980946,0.071550614
Building_T1-100x30-S3-PS_Variated9_4,0.181967749,0.071551383
Building_T1-100x30-S3-PS_Variated9_5,0.181989121,0.071549265
Building_T1-100x30-S3-PS_Variated10_1,0.180139655,0.07091745
Building_T1-100x30-S3-PS_Variated10_2,0.180138873,0.07091794
Building_T1-100x30-S3-PS_Variated10_3,0.180147957,0.070916836
