Latitude,Longitude,Story,Type,SMS
34.16714,-118.39252,,,2.131
34.19728,-118.39253,,,1.975
34.17185,-118.39253,2,FWL3,2.071
34.05653,-118.39254,,,2.206
34.05625,-118.39254,,,2.204
34.05611,-118.39254,,,2.203
34.16459,-118.39256,,,2.172
34.19786,-118.39262,,,1.978
34.14187,-118.39268,,,2.427
34.0316,-118.39269,,,2.048
34.15624,-118.39275,,,2.311
34.03191,-118.39275,3,,2.05
34.16791,-118.39276,2,,2.122
34.03275,-118.39276,2,,2.055
34.16714,-118.3928,,,2.135
34.14239,-118.3928,,,2.425
34.05454,-118.3928,2,,2.192
34.03259,-118.39283,2,,2.054
34.19783,-118.39284,,,1.978
34.15527,-118.39284,,,2.328
34.19729,-118.39285,,,1.976
34.14766,-118.39285,,,2.414
34.03262,-118.39286,3,,2.054
34.16883,-118.39289,,,2.11
34.03099,-118.3929,,,2.044
34.1719,-118.39303,2,,2.08
34.0316,-118.39304,,,2.048
34.16528,-118.39306,,,2.168
34.15708,-118.39307,,,2.299
34.16714,-118.39308,,,2.139
34.03198,-118.39311,2,,2.05
34.05667,-118.39314,,,2.208
34.17161,-118.39321,3,FWL3,2.085
34.03158,-118.39327,3,,2.048
34.17081,-118.39329,2,,2.093
34.14215,-118.39331,,,2.425
34.14476,-118.39332,,,2.419
34.15723,-118.39333,,,2.297
34.17164,-118.39339,2,,2.088
34.14994,-118.39339,,,2.408
34.15541,-118.39342,,,2.327
34.19728,-118.39343,,,1.977
34.15626,-118.39343,,,2.314
34.16622,-118.39349,,,2.16
34.15034,-118.39354,,,2.407
34.05626,-118.39356,,,2.205
34.05653,-118.39357,,,2.207
34.05639,-118.39357,,,2.206
34.05598,-118.39357,,,2.203
34.16794,-118.39359,2,,2.135
34.05667,-118.39359,,,2.208
34.03062,-118.39361,2,,2.042
34.03291,-118.39363,2,,2.056
34.03278,-118.39368,2,,2.055
34.20602,-118.39373,,,2.062
34.17165,-118.39373,2,,2.094
34.19783,-118.39375,,,1.978
34.03251,-118.39377,2,,2.054
34.15532,-118.39379,,,2.33
34.03268,-118.39381,2,,2.055
34.06675,-118.39385,,,2.28
34.1499,-118.39387,,,2.407
34.03153,-118.39387,,,2.048
34.03226,-118.39389,2,,2.052
34.05355,-118.39394,,,2.186
34.05342,-118.39394,,,2.185
34.03213,-118.39395,2,,2.052
34.16698,-118.39397,,,2.156
34.196,-118.39398,2,,1.975
34.16653,-118.39398,,,2.162
34.032,-118.394,2,,2.051
34.19452,-118.39402,2,,1.972
34.14994,-118.39407,,,2.406
34.05455,-118.39407,,,2.193
34.03028,-118.39412,2,,2.04
34.05653,-118.39418,,,2.207
34.05639,-118.39418,,,2.206
34.15687,-118.3942,3,,2.307
34.17248,-118.39422,2,,2.097
34.15524,-118.39428,2,,2.333
34.19552,-118.39429,2,,1.975
34.19526,-118.39429,2,,1.975
34.0331,-118.3943,2,,2.058
34.02668,-118.39432,2,,2.018
34.1496,-118.39433,2,,2.407
34.03296,-118.39434,2,,2.057
34.03284,-118.39441,2,,2.056
34.17245,-118.39442,2,,2.101
34.14622,-118.39444,,,2.414
34.0327,-118.39445,3,,2.055
34.02692,-118.39446,2,,2.019
34.03073,-118.39449,2,,2.043
34.16458,-118.3945,,,2.198
34.03257,-118.3945,2,,2.054
34.05274,-118.39457,,,2.18
34.05398,-118.39458,,,2.189
34.05384,-118.39458,,,2.188
34.0537,-118.39458,,,2.187
34.05356,-118.39458,,,2.186
34.05343,-118.39458,,,2.185
34.05301,-118.39458,,,2.182
34.05288,-118.3946,,,2.181
34.19468,-118.39463,2,,1.976
34.19651,-118.39464,2,,1.978
34.20506,-118.39465,,,2.042
34.16458,-118.39467,,,2.2
34.02714,-118.39468,2,,2.021
34.19425,-118.39469,,,1.976
34.03197,-118.39476,2,,2.051
34.02726,-118.39477,2,,2.021
34.20529,-118.39481,,,2.044
34.17244,-118.39482,2,,2.108
34.15626,-118.39483,,,2.319
34.0331,-118.39484,2,,2.058
34.02737,-118.39486,2,,2.022
34.03297,-118.39489,3,,2.057
34.14994,-118.3949,,,2.404
33.97345,-118.39491,,,1.751
34.03162,-118.39492,,,2.049
34.02992,-118.39493,2,,2.038
34.16508,-118.39495,,,2.197
34.03476,-118.39496,2,,2.068
34.03045,-118.39497,2,,2.041
34.1708,-118.395,2,,2.124
34.05143,-118.395,2,FWL3,2.171
34.05129,-118.395,2,,2.17
34.05101,-118.395,3,FWL3,2.168
34.19728,-118.39501,,,1.979
34.05456,-118.39501,2,,2.194
34.05069,-118.39501,,,2.166
34.19453,-118.39509,2,,1.979
34.18766,-118.39509,2,,1.997
34.14995,-118.39513,,,2.404
34.02672,-118.39515,3,,2.018
34.03232,-118.39516,2,,2.053
34.02583,-118.39517,,,2.012
34.18819,-118.39518,2,,1.994
34.19728,-118.39519,2,,1.979
34.03219,-118.39522,2,,2.052
34.02784,-118.39522,2,,2.025
34.14573,-118.39523,,,2.413
34.03206,-118.39526,2,,2.051
34.05108,-118.39531,,,2.169
34.0303,-118.39538,2,,2.04
34.02807,-118.39539,2,,2.027
34.03311,-118.39542,2,,2.058
34.03163,-118.39542,,,2.049
34.03102,-118.39547,,,2.045
34.03329,-118.3955,2,FWL4,2.059
34.03004,-118.39552,2,,2.039
34.15549,-118.39553,,,2.333
34.16458,-118.39554,,,2.211
34.20621,-118.39555,,,2.048
34.02731,-118.39558,2,,2.022
34.0298,-118.39565,2,,2.037
34.0329,-118.39566,2,,2.057
34.02743,-118.39566,3,,2.023
34.02675,-118.39567,,,2.018
34.05108,-118.39568,3,FWL3,2.169
34.16766,-118.39569,2,,2.173
34.16752,-118.39569,2,,2.175
34.16738,-118.39569,2,,2.177
34.16724,-118.39569,2,,2.178
34.15497,-118.3957,,,2.34
34.05329,-118.3957,,,2.185
34.05274,-118.3957,3,FWL3,2.181
34.0523,-118.3957,3,FWL3,2.178
34.19534,-118.39571,2,,1.982
34.19344,-118.39571,2,,1.985
34.16706,-118.39571,2,,2.181
34.16458,-118.39571,,,2.213
34.05441,-118.39571,3,,2.193
34.15548,-118.39579,,,2.334
34.03057,-118.39585,2,,2.042
34.02698,-118.39585,,,2.02
34.02598,-118.39585,,,2.013
34.03237,-118.39586,3,,2.053
34.0261,-118.39595,2,,2.014
34.03031,-118.39596,2,FWL3,2.041
34.21076,-118.396,,,2.1
34.02721,-118.39602,2,,2.021
34.02621,-118.39603,2,,2.015
34.2095,-118.39604,,,2.08
34.19237,-118.39605,,,1.99
34.1634,-118.39609,,,2.233
34.0526,-118.3961,3,,2.18
34.1748,-118.39611,,,2.113
34.03007,-118.39611,3,FWL4,2.039
34.17809,-118.39612,,,2.087
34.17466,-118.39612,,,2.114
34.17452,-118.39612,,,2.115
34.17328,-118.39612,,,2.125
34.17314,-118.39612,,,2.126
34.17301,-118.39612,,,2.127
34.0544,-118.39613,3,,2.193
34.05342,-118.39613,,,2.186
34.17521,-118.39614,,,2.11
34.14799,-118.39614,,,2.406
34.05471,-118.39614,,,2.195
34.16179,-118.39616,,,2.254
34.15998,-118.39616,,,2.277
34.02979,-118.39617,2,,2.037
34.02814,-118.3962,2,,2.027
34.02745,-118.39623,,,2.023
34.0311,-118.39631,,,2.046
34.03091,-118.39645,,,2.045
34.14814,-118.39646,,,2.405
34.19447,-118.39649,,,1.989
34.19263,-118.39653,,,1.994
34.17936,-118.39655,,,2.084
34.02634,-118.39664,2,,2.016
34.16068,-118.39666,,,2.272
34.0304,-118.39666,,,2.041
34.02804,-118.39666,3,,2.026
34.03159,-118.39672,,,2.049
34.17077,-118.39674,,,2.156
34.0302,-118.39674,,,2.04
34.05322,-118.39676,,,2.185
34.05292,-118.39676,,,2.183
34.05261,-118.39676,,,2.181
34.14953,-118.39677,,,2.401
34.05276,-118.39677,,,2.182
34.02645,-118.39677,,,2.016
34.17566,-118.39678,,,2.117
34.17298,-118.39681,,,2.139
34.1626,-118.39684,,,2.251
34.16351,-118.39685,,,2.241
34.16275,-118.39685,,,2.25
34.14658,-118.39686,,,2.407
34.19258,-118.39687,,,1.998
34.02981,-118.3969,2,,2.038
34.17369,-118.39692,,,2.136
34.17315,-118.39692,,,2.14
34.15957,-118.39694,,,2.288
34.17763,-118.39695,,,2.105
33.9618,-118.39695,,,1.707
34.16092,-118.39696,,,2.272
34.17747,-118.39697,2,,2.106
34.17342,-118.39697,,,2.139
34.17819,-118.39698,,,2.101
34.02682,-118.39701,2,,2.019
34.21189,-118.39702,,,2.107
34.21105,-118.39703,,,2.092
34.17025,-118.39703,,,2.165
34.1452,-118.39706,,,2.41
34.21161,-118.39711,,,2.101
34.02764,-118.39714,2,,2.024
34.1469,-118.39721,,,2.406
34.02778,-118.39728,2,,2.025
34.02465,-118.39729,,,2.005
34.14703,-118.39731,,,2.405
34.02615,-118.39731,2,,2.015
34.15067,-118.39739,,,2.395
34.15096,-118.39742,,,2.391
34.167,-118.39745,,,2.209
34.02812,-118.39745,3,,2.027
34.0246,-118.39745,,,2.005
34.0257,-118.39749,,,2.012
34.0274,-118.3975,2,,2.023
33.96839,-118.39753,2,,1.73
34.02587,-118.39763,,,2.013
34.02488,-118.39765,,,2.006
33.96885,-118.39777,2,,1.731
34.0311,-118.39778,,,2.046
34.0261,-118.39779,,,2.014
34.16685,-118.39781,,,2.216
34.16919,-118.39787,,,2.191
34.02518,-118.39787,,,2.008
34.02975,-118.39789,,,2.037
34.02626,-118.39792,,,2.015
34.03162,-118.39796,2,,2.049
34.17175,-118.39797,3,FWL3,2.17
34.02715,-118.39808,2,,2.021
34.02539,-118.3981,,,2.01
34.02652,-118.39811,,,2.017
34.16823,-118.39818,,,2.207
34.02731,-118.39823,3,,2.022
34.02566,-118.39825,,,2.011
34.17243,-118.39834,2,FWL3,2.171
34.02508,-118.39837,3,,2.008
34.02589,-118.39842,,,2.013
34.16806,-118.39844,,,2.213
34.16793,-118.39846,,,2.215
34.16716,-118.39846,,,2.222
34.16686,-118.39846,,,2.225
34.02701,-118.39847,,,2.02
34.19421,-118.39848,2,,2.004
34.16514,-118.39854,,,2.244
34.02539,-118.39857,2,,2.01
34.02712,-118.39858,,,2.021
34.02497,-118.39858,3,,2.007
34.02723,-118.39868,,,2.022
34.02735,-118.39876,,,2.022
34.16887,-118.39877,3,,2.21
34.02619,-118.3988,,,2.015
34.02747,-118.39886,,,2.023
34.16454,-118.39888,,,2.255
34.16925,-118.39889,3,FWL3,2.209
34.16519,-118.39892,,,2.249
34.16785,-118.39893,2,,2.223
34.1656,-118.39893,3,FWL3,2.245
34.02609,-118.39897,,,2.014
34.02763,-118.39899,,,2.024
34.02489,-118.39902,2,,2.007
34.16454,-118.39909,,,2.257
34.19424,-118.39912,,,2.008
34.025,-118.39912,2,,2.007
34.02669,-118.39913,,,2.018
34.02599,-118.39916,,,2.014
34.02513,-118.39921,2,,2.008
34.02828,-118.39923,,,2.028
34.02442,-118.39923,,,2.004
34.15793,-118.39931,,,2.322
34.02455,-118.39931,,,2.004
34.02656,-118.39936,,,2.017
34.02363,-118.39936,,,1.998
34.19425,-118.39941,,,2.01
34.16455,-118.39942,,,2.261
34.16967,-118.3995,2,,2.215
34.02636,-118.3995,,,2.016
34.02547,-118.3995,2,,2.01
34.16513,-118.39951,,,2.257
34.17024,-118.39955,2,,2.211
34.16606,-118.39956,2,FWL3,2.249
34.02577,-118.39956,,,2.012
34.16768,-118.39958,2,FWL3,2.235
34.16457,-118.3996,,,2.264
34.02373,-118.39963,,,1.999
34.02802,-118.39986,,,2.027
34.02864,-118.39989,,,2.031
34.0285,-118.39993,,,2.03
34.02568,-118.39993,,,2.012
34.19361,-118.39999,,,2.02
34.16892,-118.39999,,,2.231
34.16752,-118.40001,,,2.243
34.16694,-118.40001,,,2.248
34.16636,-118.40001,,,2.253
34.16558,-118.40001,,,2.26
34.16582,-118.40002,,,2.258
34.17258,-118.40005,3,FWL3,2.201
34.15037,-118.40011,,,2.391
34.02556,-118.40019,,,2.011
34.02851,-118.4002,2,,2.03
34.02802,-118.40023,2,,2.027
34.02609,-118.40026,,,2.015
34.03111,-118.40031,,,2.047
34.02717,-118.40033,2,,2.022
34.16597,-118.40036,,,2.264
34.16461,-118.40039,,,2.277
34.16505,-118.4005,,,2.276
34.03165,-118.4005,,,2.05
34.17256,-118.40052,2,,2.21
34.16887,-118.40053,2,,2.243
34.16461,-118.40054,,,2.28
34.17213,-118.40057,3,,2.215
34.19324,-118.40059,,,2.033
34.16768,-118.40059,,,2.254
34.02385,-118.40059,2,,2
34.19284,-118.4006,,,2.037
34.02501,-118.40061,,,2.008
34.02364,-118.40062,2,,1.999
34.17017,-118.40063,,,2.233
34.19429,-118.40065,,,2.024
34.16926,-118.40065,,,2.242
34.16735,-118.40065,,,2.258
34.16558,-118.40065,,,2.274
34.15731,-118.40066,,,2.347
34.16752,-118.40067,,,2.257
34.16605,-118.40068,,,2.271
34.16461,-118.40069,,,2.284
34.16715,-118.40071,,,2.262
34.16892,-118.40076,2,,2.247
34.16813,-118.40076,2,,2.254
34.05506,-118.40077,3,,2.201
34.19296,-118.40088,,,2.041
34.02688,-118.40088,2,,2.02
34.03167,-118.40091,,,2.051
34.17172,-118.401,2,FWL3,2.227
34.02665,-118.401,2,,2.019
34.02711,-118.4011,,,2.022
34.16901,-118.40112,,,2.254
34.02403,-118.40113,2,,2.002
34.02844,-118.40125,,,2.031
34.26938,-118.40129,3,FWL1,2.663
34.027,-118.40134,,,2.021
34.16824,-118.40135,2,,2.265
34.17134,-118.40137,2,,2.238
34.17113,-118.40137,2,,2.24
34.17072,-118.40137,2,,2.244
34.17022,-118.40137,2,,2.248
34.16998,-118.40137,2,,2.25
34.16967,-118.40137,2,,2.253
34.19995,-118.40139,,,1.981
34.1676,-118.40139,2,,2.272
34.16621,-118.40139,2,,2.285
34.17049,-118.4014,2,,2.246
34.16732,-118.4014,2,,2.275
34.17094,-118.40141,2,,2.243
34.02468,-118.40143,2,,2.006
34.02439,-118.40143,3,,2.005
34.0208,-118.40143,,,1.981
33.98636,-118.40143,,,1.793
34.02323,-118.40146,2,,1.997
34.16712,-118.40147,2,,2.278
34.16538,-118.40148,2,,2.294
34.16681,-118.4015,3,,2.282
34.16661,-118.40155,2,,2.284
34.0203,-118.40155,,,1.978
34.02831,-118.40158,,,2.03
34.02602,-118.4016,2,,2.015
34.02342,-118.4016,2,,1.998
34.1689,-118.40162,,,2.265
34.15038,-118.40162,,,2.387
34.1797,-118.40167,,,2.17
34.02869,-118.40173,3,,2.033
34.15793,-118.40177,,,2.368
34.0282,-118.40179,,,2.029
34.02365,-118.40183,3,,2
34.02068,-118.40186,,,1.981
34.02551,-118.4019,2,,2.012
34.15793,-118.40193,,,2.367
34.02386,-118.40194,2,,2.002
34.02648,-118.40195,2,,2.019
34.17942,-118.40198,,,2.179
34.16941,-118.40198,3,,2.268
34.02523,-118.40202,3,,2.01
34.02577,-118.40207,2,,2.014
34.02401,-118.40211,3,,2.003
33.98409,-118.40215,,,1.785
33.98409,-118.40215,,,1.785
34.02186,-118.40218,,,1.989
34.05458,-118.40221,,,2.199
34.17019,-118.40222,2,,2.266
34.02683,-118.40222,2,,2.021
34.1718,-118.40226,3,,2.252
34.02418,-118.40226,3,,2.004
34.02837,-118.4023,,,2.031
34.17048,-118.40234,2,,2.266
34.17072,-118.40235,2,,2.264
34.02561,-118.40236,2,,2.013
34.16522,-118.40237,,,2.315
34.1726,-118.40239,3,,2.248
34.16602,-118.4024,2,,2.308
34.02572,-118.40246,2,,2.014
34.02634,-118.40251,2,,2.018
34.02584,-118.40253,2,,2.015
34.02202,-118.40254,,,1.99
34.16709,-118.40255,2,,2.302
33.98563,-118.40255,,,1.791
34.02481,-118.40257,3,,2.008
34.02228,-118.40257,,,1.992
34.03105,-118.40259,3,,2.049
34.16626,-118.4026,3,,2.31
34.16651,-118.40262,3,,2.308
34.02595,-118.40264,2,,2.016
34.02512,-118.40266,2,,2.01
34.02656,-118.40271,3,,2.02
34.02607,-118.40272,2,,2.017
34.16458,-118.40273,,,2.329
34.16525,-118.40275,,,2.323
34.18853,-118.40277,,,2.114
34.18853,-118.40277,,,2.114
34.18853,-118.40277,,,2.114
34.1885,-118.40277,,,2.114
34.1885,-118.40277,,,2.114
34.1885,-118.40277,,,2.114
34.1885,-118.40277,,,2.114
34.03038,-118.40277,3,,2.044
33.98547,-118.40278,,,1.79
34.02619,-118.4028,2,,2.017
34.02235,-118.40283,,,1.992
34.02479,-118.40284,2,,2.008
34.01962,-118.40291,,,1.975
34.15737,-118.40292,,,2.366
34.03048,-118.40293,3,,2.045
34.02547,-118.40294,3,,2.013
34.16525,-118.40295,,,2.327
34.16458,-118.40295,,,2.334
34.02692,-118.40296,2,,2.022
34.02276,-118.40297,,,1.995
34.03059,-118.40302,3,,2.046
33.98529,-118.40306,,,1.79
34.031,-118.40307,3,,2.049
34.02653,-118.40307,2,,2.02
34.02187,-118.40307,,,1.989
34.01996,-118.40308,,,1.977
34.03071,-118.40311,3,,2.047
34.0252,-118.40313,2,,2.011
34.16633,-118.40315,,,2.322
34.02664,-118.40316,2,,2.021
34.0238,-118.40316,,,2.002
34.02283,-118.40316,,,1.996
34.022,-118.40319,,,1.99
34.02295,-118.40325,,,1.997
34.19279,-118.40326,2,,2.081
34.02212,-118.40328,,,1.991
34.01908,-118.40328,,,1.971
34.02687,-118.40333,,,2.022
34.1921,-118.40337,,,2.09
34.19195,-118.40337,,,2.091
34.1918,-118.40337,,,2.093
34.19165,-118.40337,,,2.094
34.1915,-118.40337,,,2.096
34.19135,-118.40337,,,2.097
34.01919,-118.40337,,,1.972
34.19238,-118.40338,3,,2.087
34.19224,-118.40338,,,2.088
34.02604,-118.40339,2,,2.017
34.0247,-118.40343,2,,2.008
34.02236,-118.40343,,,1.993
34.02416,-118.40344,,,2.005
34.19279,-118.40346,2,,2.084
34.02615,-118.40348,2,,2.018
34.02565,-118.4035,2,,2.014
34.0233,-118.40352,,,1.999
34.16791,-118.40355,,,2.315
34.0287,-118.40358,,,2.034
34.02146,-118.40359,,,1.987
34.02341,-118.40361,,,2
34.01871,-118.40361,,,1.969
34.01952,-118.40362,,,1.974
34.1795,-118.40363,,,2.209
34.1663,-118.40363,,,2.332
34.02258,-118.40363,,,1.995
34.19279,-118.40366,2,,2.087
34.02158,-118.40368,,,1.988
34.01882,-118.4037,,,1.97
33.99769,-118.40371,,,1.835
34.02356,-118.40372,,,2.001
34.02454,-118.40373,,,2.007
34.0265,-118.40374,2,,2.02
34.02602,-118.40376,2,,2.017
34.02169,-118.40377,,,1.989
34.02663,-118.40382,3,,2.021
33.98474,-118.40383,,,1.788
34.19239,-118.40384,2,,2.094
34.19225,-118.40384,,,2.096
34.1921,-118.40384,,,2.097
34.19195,-118.40384,,,2.099
34.1918,-118.40384,,,2.1
34.19165,-118.40384,,,2.102
34.1915,-118.40384,,,2.104
34.19135,-118.40384,,,2.105
34.16506,-118.40388,,,2.345
34.02293,-118.40388,,,1.997
34.16565,-118.40389,,,2.343
34.16458,-118.40392,,,2.346
34.02851,-118.40394,,,2.033
34.15038,-118.40396,,,2.38
34.15006,-118.40396,,,2.381
34.02386,-118.40396,,,2.003
34.01917,-118.40396,,,1.972
34.0219,-118.40398,,,1.99
34.02304,-118.40399,,,1.998
34.02201,-118.40406,,,1.991
34.02316,-118.40408,,,1.999
34.02549,-118.40409,3,,2.014
34.02403,-118.40409,,,2.004
34.15793,-118.40411,,,2.362
34.02215,-118.40413,,,1.992
34.01942,-118.40413,,,1.974
34.0284,-118.40415,,,2.033
34.02561,-118.40417,2,,2.015
34.02514,-118.40418,,,2.012
34.02226,-118.40421,,,1.993
34.02415,-118.40422,,,2.005
34.01952,-118.40423,,,1.975
33.99737,-118.40423,,,1.834
34.02126,-118.40425,,,1.986
34.19264,-118.40428,,,2.099
34.01845,-118.40428,,,1.968
34.02717,-118.40432,2,,2.025
34.02153,-118.40438,,,1.988
34.02357,-118.40439,,,2.002
34.0225,-118.40439,,,1.995
34.02828,-118.4044,2,,2.032
34.19197,-118.40444,,,2.109
34.19182,-118.40444,,,2.11
34.19229,-118.40445,,,2.105
34.02735,-118.40445,2,,2.026
34.0245,-118.40445,,,2.008
34.19246,-118.40446,,,2.104
34.19167,-118.40446,,,2.112
34.19142,-118.40447,,,2.115
34.17893,-118.40447,,,2.23
34.02262,-118.40448,,,1.995
34.0218,-118.4045,,,1.99
34.05681,-118.40457,,,2.215
34.02752,-118.40459,2,,2.028
34.01897,-118.40464,,,1.972
34.01822,-118.40471,,,1.967
34.02294,-118.40473,,,1.998
34.01908,-118.40473,,,1.972
34.18535,-118.40474,,,2.177
34.02402,-118.40474,,,2.005
34.19109,-118.40477,,,2.123
34.15174,-118.40477,,,2.374
34.02098,-118.40477,,,1.985
34.02488,-118.40479,,,2.011
34.01832,-118.40479,,,1.967
34.1523,-118.4048,,,2.373
34.15613,-118.40482,,,2.364
34.16042,-118.40484,,,2.354
34.16025,-118.40484,,,2.354
34.16147,-118.40485,,,2.351
34.14799,-118.40486,,,2.383
34.18568,-118.40487,,,2.176
34.18392,-118.40487,,,2.192
34.1842,-118.40488,,,2.19
34.18378,-118.40488,,,2.193
34.18108,-118.40488,,,2.218
34.17997,-118.40488,,,2.228
34.16204,-118.40488,,,2.35
34.19234,-118.40489,,,2.112
34.19182,-118.40489,,,2.118
34.19047,-118.40489,,,2.132
34.17868,-118.40489,,,2.241
34.17778,-118.40489,,,2.249
34.17749,-118.40489,,,2.252
34.17506,-118.40489,,,2.275
34.16623,-118.40489,,,2.34
34.16289,-118.40489,,,2.348
34.18795,-118.4049,,,2.156
34.18777,-118.4049,,,2.158
34.18076,-118.4049,,,2.221
34.17564,-118.4049,,,2.27
34.17325,-118.4049,,,2.292
34.16274,-118.4049,,,2.348
34.15918,-118.4049,,,2.357
34.19286,-118.40491,,,2.107
34.19269,-118.40491,,,2.109
34.19253,-118.40491,,,2.11
34.17468,-118.40491,,,2.279
34.02231,-118.40491,,,1.994
34.01848,-118.40491,,,1.968
34.19148,-118.40492,,,2.122
34.0277,-118.40492,2,,2.029
34.02424,-118.40492,,,2.006
34.18344,-118.40493,,,2.197
34.18252,-118.40498,,,2.207
34.02436,-118.40499,,,2.007
34.01863,-118.40499,,,1.97
34.02631,-118.40502,,,2.02
34.02048,-118.40504,,,1.982
33.99788,-118.40506,,,1.836
34.02448,-118.4051,,,2.008
34.02643,-118.40511,,,2.021
34.02057,-118.40514,,,1.982
34.0246,-118.40516,,,2.009
34.01884,-118.40518,,,1.971
34.02654,-118.4052,,,2.022
34.02554,-118.40525,,,2.015
34.02471,-118.40525,,,2.01
34.02356,-118.40526,,,2.002
34.19597,-118.40527,,,2.079
34.17857,-118.40527,,,2.249
34.02767,-118.40527,,,2.029
33.95953,-118.40527,2,,1.697
34.0179,-118.40529,,,1.965
33.99804,-118.40533,,,1.837
34.18742,-118.40534,,,2.168
34.18742,-118.40534,,,2.168
34.18742,-118.40534,,,2.168
34.18742,-118.40534,,,2.168
34.18742,-118.40534,,,2.168
34.18742,-118.40534,,,2.168
34.02565,-118.40534,,,2.016
34.02484,-118.40535,,,2.011
34.02369,-118.40536,,,2.003
33.95954,-118.40537,2,,1.697
34.02677,-118.40538,,,2.023
34.02661,-118.4054,,,2.022
34.02382,-118.40541,,,2.004
34.02745,-118.40545,,,2.028
34.02494,-118.40545,,,2.011
34.01811,-118.40545,,,1.966
34.19029,-118.40547,,,2.144
34.19029,-118.40547,,,2.144
34.19029,-118.40547,,,2.144
34.02689,-118.40547,,,2.024
34.02104,-118.40547,,,1.986
34.19496,-118.40549,,,2.093
34.14921,-118.4055,,,2.378
34.14689,-118.4055,,,2.383
34.02393,-118.4055,,,2.005
34.20895,-118.40551,,,2.078
34.02191,-118.40552,,,1.992
34.16232,-118.40553,,,2.348
34.19912,-118.40554,,,2.048
34.02506,-118.40554,,,2.012
34.02058,-118.40554,,,1.983
34.027,-118.40556,,,2.025
34.19881,-118.40559,,,2.052
34.19863,-118.40559,,,2.054
34.19828,-118.40559,,,2.058
34.1981,-118.40559,,,2.06
34.026,-118.4056,,,2.019
34.02518,-118.40561,,,2.013
34.0288,-118.40562,2,,2.037
34.22106,-118.40563,,,2.214
34.16663,-118.40563,,,2.337
34.16617,-118.40563,,,2.338
34.16586,-118.40563,,,2.339
34.02712,-118.40564,,,2.026
34.17133,-118.40565,,,2.326
34.15901,-118.40566,,,2.355
34.19728,-118.40568,,,2.071
34.19686,-118.40568,,,2.075
34.02416,-118.40568,,,2.007
34.01842,-118.40568,,,1.969
34.15882,-118.40569,,,2.355
34.02612,-118.40569,,,2.019
33.95953,-118.4057,2,,1.697
34.02529,-118.40572,,,2.014
34.02431,-118.40573,,,2.008
34.02138,-118.40574,,,1.988
34.01852,-118.40576,,,1.969
34.0248,-118.40579,,,2.011
34.02676,-118.4058,,,2.024
34.02621,-118.40581,,,2.02
34.18129,-118.40585,,,2.234
34.03082,-118.40585,,,2.05
34.0244,-118.40586,,,2.008
34.02635,-118.40587,,,2.021
34.02747,-118.40589,,,2.028
34.02552,-118.4059,,,2.016
34.02162,-118.40592,,,1.99
34.01792,-118.40593,,,1.966
34.02451,-118.40594,,,2.009
34.02875,-118.40599,,,2.037
34.2213,-118.40601,,,2.216
34.02173,-118.40603,,,1.991
34.0238,-118.40606,,,2.005
34.0207,-118.4061,,,1.984
34.02272,-118.40612,,,1.997
34.02184,-118.40612,,,1.992
34.02669,-118.40614,,,2.024
33.99855,-118.40615,,,1.839
34.02586,-118.40616,,,2.018
34.01827,-118.4062,,,1.968
34.02486,-118.40621,,,2.012
34.02196,-118.40621,,,1.992
34.02082,-118.40621,,,1.985
34.14863,-118.40622,2,,2.377
34.01838,-118.40626,,,1.969
34.02795,-118.40628,,,2.032
34.02094,-118.40629,,,1.986
34.02685,-118.4063,,,2.025
34.02497,-118.4063,,,2.012
34.02207,-118.4063,,,1.993
34.02107,-118.40635,,,1.987
34.02807,-118.40637,,,2.033
34.02218,-118.40639,,,1.994
34.02306,-118.4064,,,2
34.02703,-118.40643,,,2.026
34.02621,-118.40643,,,2.021
34.02818,-118.40646,,,2.034
34.22125,-118.40648,,,2.214
34.02117,-118.40648,,,1.987
34.02633,-118.40649,,,2.021
34.15009,-118.4065,,,2.373
34.0213,-118.40653,,,1.988
33.95949,-118.40655,2,,1.698
34.02644,-118.40661,,,2.022
34.02142,-118.40662,,,1.989
34.02842,-118.40664,,,2.035
34.02656,-118.4067,,,2.023
34.02153,-118.40671,,,1.99
34.02068,-118.40671,,,1.984
34.02765,-118.40674,,,2.03
34.02667,-118.40679,,,2.024
34.0217,-118.40684,,,1.991
34.15006,-118.40686,,,2.372
34.02679,-118.40688,,,2.025
34.02692,-118.40692,,,2.026
34.02706,-118.40694,,,2.027
34.02494,-118.40694,,,2.013
34.01982,-118.40696,,,1.979
34.02774,-118.40699,,,2.031
34.02297,-118.40699,,,2
33.99368,-118.40701,,,1.822
34.02096,-118.40705,,,1.987
34.15006,-118.40707,,,2.372
34.02309,-118.40708,,,2.001
34.17183,-118.40709,2,,2.322
34.02793,-118.40709,,,2.032
34.1797,-118.4071,,,2.272
34.02106,-118.40716,,,1.987
34.0232,-118.40717,,,2.001
34.02012,-118.40717,,,1.981
34.02214,-118.40724,,,1.994
34.02811,-118.40726,,,2.034
34.02332,-118.40726,,,2.002
34.17917,-118.4073,,,2.282
34.02822,-118.40731,,,2.035
34.0203,-118.40731,,,1.982
34.25298,-118.40735,,,2.507
33.99434,-118.40738,,,1.824
34.02834,-118.4074,,,2.035
34.02882,-118.40742,,,2.039
34.0224,-118.40743,,,1.996
34.02355,-118.40744,,,2.004
34.02765,-118.40754,,,2.031
