Latitude,Longitude,Story,Type,SMS
34.05742,-118.378,,,2.205
34.06247,-118.37801,,,2.219
34.06205,-118.37801,,,2.224
34.06165,-118.37801,,,2.228
34.03795,-118.37801,2,,2.08
34.16625,-118.37802,,,2.127
34.06131,-118.37802,,,2.232
34.05685,-118.37802,,,2.2
34.05165,-118.37802,,,2.16
34.0627,-118.37804,,,2.217
34.04169,-118.37804,2,,2.101
34.05657,-118.37805,,,2.198
34.05644,-118.37805,,,2.197
34.0563,-118.37805,,,2.196
34.05616,-118.37806,,,2.195
34.05079,-118.37806,2,,2.154
34.07117,-118.37808,,,2.151
34.05547,-118.37809,,,2.19
34.20217,-118.37811,,,2.157
34.15194,-118.37814,2,,2.416
34.05463,-118.37814,,,2.183
34.0412,-118.37814,2,,2.099
34.07098,-118.37815,2,,2.15
34.05168,-118.37817,,,2.161
34.17465,-118.37819,,,1.936
34.09384,-118.37819,,,2.475
34.20203,-118.3782,2,,2.153
34.15967,-118.37822,,,2.29
34.05085,-118.37826,3,,2.154
34.04072,-118.37827,,,2.096
34.1742,-118.37829,,,1.944
34.05869,-118.37829,,,2.215
34.17693,-118.3783,2,,1.889
34.05239,-118.3783,,,2.166
34.04048,-118.37834,2,,2.095
34.17668,-118.37838,2,,1.894
34.15995,-118.3784,,,2.285
34.04214,-118.37841,,,2.104
34.03192,-118.37841,,,2.046
34.18694,-118.37842,,,1.891
34.0401,-118.37844,2,,2.093
34.04022,-118.37847,2,,2.093
34.04189,-118.37848,,,2.103
34.03998,-118.37848,2,,2.092
34.04177,-118.37851,,,2.102
34.03986,-118.37851,2,,2.091
34.16144,-118.37854,,,2.247
34.16223,-118.37856,,,2.226
34.15982,-118.37856,,,2.286
34.06006,-118.37857,,,2.225
34.04113,-118.37857,,,2.099
34.16058,-118.37859,,,2.268
34.0615,-118.37859,,,2.236
34.16195,-118.3786,,,2.233
34.06137,-118.3786,,,2.235
34.05821,-118.3786,,,2.211
34.05807,-118.3786,,,2.21
34.03969,-118.3786,2,,2.09
34.06064,-118.37861,,,2.229
34.05769,-118.37861,,,2.207
34.14397,-118.37862,,,2.453
34.05742,-118.37863,,,2.205
34.04127,-118.37863,,,2.099
34.17881,-118.37864,,,1.85
34.17775,-118.37864,,,1.871
34.17715,-118.37864,,,1.883
34.17594,-118.37864,,,1.908
34.03797,-118.37864,2,,2.081
34.14831,-118.37865,,,2.446
34.05644,-118.37866,,,2.198
34.03951,-118.37866,2,,2.09
34.1511,-118.37867,,,2.429
34.05686,-118.37867,,,2.201
34.05672,-118.37867,,,2.2
34.03784,-118.37867,,,2.08
34.05603,-118.37869,,,2.194
34.18596,-118.3787,,,1.881
34.05617,-118.3787,,,2.196
34.05582,-118.3787,,,2.193
34.17835,-118.37871,,,1.859
34.0556,-118.37871,,,2.191
34.03914,-118.37871,2,,2.087
34.16123,-118.37872,,,2.251
34.05545,-118.37872,,,2.19
34.05504,-118.37874,,,2.187
34.04093,-118.37874,,,2.098
34.0549,-118.37875,,,2.186
34.05462,-118.37877,,,2.184
34.04081,-118.37877,,,2.097
34.07118,-118.37878,,,2.161
34.07098,-118.37878,2,,2.159
34.05449,-118.37878,,,2.183
34.05015,-118.37879,,,2.149
34.18278,-118.3788,2,,1.851
34.04029,-118.37886,,,2.094
34.03761,-118.37887,2,,2.079
34.15971,-118.37889,,,2.286
34.15943,-118.37889,,,2.291
34.05283,-118.3789,,,2.17
34.05326,-118.37891,,,2.173
34.14111,-118.37895,,,2.457
34.0627,-118.37897,,,2.227
34.04007,-118.37897,,,2.093
34.14796,-118.37898,,,2.446
34.06137,-118.37898,,,2.235
34.06051,-118.37898,,,2.229
34.0615,-118.37899,,,2.236
34.06246,-118.379,,,2.23
34.17892,-118.37901,,,1.847
34.05844,-118.37901,,,2.213
34.03995,-118.37901,,,2.092
34.05868,-118.37903,,,2.215
34.05755,-118.37904,,,2.206
34.03983,-118.37904,,,2.092
34.05806,-118.37905,,,2.21
34.05684,-118.37906,,,2.201
34.0567,-118.37907,,,2.2
34.05698,-118.37908,,,2.202
34.0516,-118.37908,,,2.161
34.05643,-118.37911,,,2.198
34.03971,-118.37911,,,2.091
34.05588,-118.37912,,,2.194
34.05656,-118.37913,,,2.199
34.05558,-118.37913,,,2.191
34.04183,-118.37914,,,2.103
34.07315,-118.37915,,,2.181
34.05542,-118.37915,,,2.19
34.07139,-118.37921,,,2.168
34.07125,-118.37921,,,2.167
34.07111,-118.37921,,,2.166
34.05476,-118.37921,,,2.185
34.07289,-118.37922,,,2.18
34.0416,-118.37925,,,2.102
34.07098,-118.37926,2,,2.166
34.03897,-118.37926,2,,2.087
34.04142,-118.37929,,,2.101
34.14609,-118.3793,,,2.448
34.14295,-118.3793,,,2.453
34.1424,-118.3793,,,2.454
34.18155,-118.37931,,,1.839
34.06168,-118.37931,,,2.238
34.05833,-118.37931,,,2.212
34.15083,-118.37932,,,2.432
34.14692,-118.37932,,,2.447
34.05291,-118.37932,,,2.171
34.04116,-118.37932,,,2.099
34.18169,-118.37934,,,1.84
34.14625,-118.37934,,,2.448
34.04129,-118.37934,,,2.1
34.18142,-118.37935,,,1.837
34.1773,-118.37937,,,1.879
34.04106,-118.37939,,,2.099
34.19331,-118.37941,,,1.976
34.18749,-118.37943,,,1.892
34.15559,-118.37943,,,2.352
34.06269,-118.37949,,,2.233
34.05182,-118.37949,,,2.163
34.04235,-118.37952,2,,2.106
34.04214,-118.37953,3,,2.105
34.1815,-118.37956,2,,1.838
34.17428,-118.37958,2,,1.938
34.06136,-118.37958,,,2.235
34.06123,-118.37958,,,2.234
34.06178,-118.37959,,,2.239
34.06051,-118.37959,,,2.229
34.06246,-118.3796,,,2.237
34.06024,-118.3796,,,2.227
34.06007,-118.3796,,,2.226
34.04198,-118.37962,2,,2.104
34.04007,-118.37962,,,2.093
34.05868,-118.37963,,,2.215
34.05856,-118.37963,,,2.214
34.17991,-118.37964,,,1.826
34.05832,-118.37964,,,2.212
34.058,-118.37964,,,2.21
34.05075,-118.37964,,,2.155
34.0627,-118.37965,,,2.235
34.05781,-118.37965,,,2.209
34.05768,-118.37965,,,2.208
34.03995,-118.37965,,,2.092
34.06198,-118.37966,,,2.24
34.05742,-118.37966,,,2.206
34.05062,-118.37966,,,2.154
34.05048,-118.37968,,,2.153
34.03227,-118.37969,,,2.049
34.05035,-118.3797,,,2.152
34.05629,-118.37971,,,2.197
34.05643,-118.37972,,,2.198
34.05021,-118.37972,,,2.151
34.03984,-118.37973,,,2.092
34.05657,-118.37974,,,2.199
34.03545,-118.37974,2,,2.067
34.05616,-118.37975,,,2.196
34.05602,-118.37975,,,2.195
34.0556,-118.37975,,,2.192
34.04991,-118.37976,,,2.149
34.14871,-118.37978,,,2.443
34.03946,-118.37978,,,2.09
34.05533,-118.37979,,,2.19
34.0552,-118.3798,,,2.189
34.05506,-118.3798,,,2.188
34.17734,-118.37982,2,,1.877
34.17602,-118.37982,,,1.903
34.19234,-118.37983,,,1.955
34.17944,-118.37984,,,1.835
34.17878,-118.37984,,,1.848
34.07139,-118.37984,,,2.177
34.07125,-118.37984,,,2.176
34.15733,-118.37987,,,2.322
34.1707,-118.37988,2,,2.008
34.16993,-118.37988,2,,2.024
34.0514,-118.37988,,,2.16
34.17104,-118.3799,,,2.001
34.06166,-118.3799,2,,2.238
34.03508,-118.37993,2,,2.065
34.05289,-118.37996,,,2.171
34.17607,-118.38001,,,1.902
34.06027,-118.38002,2,FWL1,2.227
34.06014,-118.38002,2,FWL3,2.226
34.06002,-118.38002,2,FWL3,2.225
34.05269,-118.38003,,,2.17
34.17518,-118.38005,,,1.92
34.05249,-118.38005,,,2.168
34.17103,-118.38006,,,2.001
34.0585,-118.38006,3,,2.214
34.05832,-118.38006,2,,2.213
34.04041,-118.38006,2,,2.095
34.05819,-118.38007,3,FWL3,2.212
34.04028,-118.38008,2,,2.095
34.05669,-118.38011,2,,2.2
34.03853,-118.38012,2,,2.085
34.05655,-118.38013,2,,2.199
34.05628,-118.38014,2,,2.197
34.05601,-118.38015,3,,2.195
34.04004,-118.38015,2,,2.093
34.03571,-118.38016,,,2.069
34.03992,-118.38019,2,,2.093
34.05165,-118.3802,3,,2.162
34.0549,-118.38022,2,,2.187
34.05462,-118.38022,2,FWL3,2.185
34.0398,-118.38022,2,,2.092
34.05438,-118.38023,,,2.183
34.051,-118.38024,,,2.157
34.0421,-118.38025,2,,2.105
34.05114,-118.38026,,,2.158
34.05086,-118.38026,,,2.156
34.03968,-118.38026,2,,2.091
34.07139,-118.38027,,,2.184
34.07097,-118.38027,,,2.181
34.15065,-118.3803,,,2.433
34.13888,-118.3803,,,2.457
34.17734,-118.38032,3,,1.88
34.05045,-118.38032,,,2.153
34.03823,-118.38033,3,,2.083
34.03532,-118.38033,,,2.066
34.05892,-118.38034,3,FWL3,2.217
34.05324,-118.38034,2,,2.174
34.06054,-118.38036,,,2.23
34.05347,-118.38036,3,FWL3,2.176
34.0531,-118.38036,2,,2.173
34.05297,-118.38037,2,,2.172
34.05003,-118.38042,,,2.15
34.03519,-118.38042,,,2.066
34.03782,-118.38043,3,,2.081
34.05242,-118.38045,2,FWL3,2.168
34.1869,-118.38046,,,1.886
34.07185,-118.38046,,,2.191
34.17734,-118.38048,2,,1.882
34.05229,-118.38048,2,,2.167
34.04133,-118.38048,2,,2.101
34.05201,-118.38052,3,FWL3,2.165
34.03168,-118.38052,3,,2.046
34.05967,-118.38053,3,,2.223
34.05172,-118.38056,2,,2.163
34.06137,-118.38058,3,,2.236
34.03962,-118.38058,2,,2.091
34.06122,-118.38059,2,,2.235
34.06109,-118.38059,3,FWL3,2.234
34.06279,-118.3806,,,2.242
34.0621,-118.3806,3,,2.241
34.06167,-118.3806,2,FWL3,2.238
34.06149,-118.3806,2,,2.237
34.04076,-118.3806,2,,2.098
34.17944,-118.38061,,,1.843
34.06242,-118.38061,2,,2.244
34.06079,-118.38063,2,FWL3,2.232
34.06065,-118.38063,2,,2.231
34.06037,-118.38063,2,,2.228
34.04028,-118.38063,3,,2.095
34.03195,-118.38064,3,,2.047
34.17734,-118.38065,2,,1.884
34.05109,-118.38066,2,FWL1,2.158
34.04052,-118.38066,2,,2.096
34.04243,-118.38067,,,2.107
34.17881,-118.38068,,,1.856
34.1694,-118.38069,2,,2.038
34.05683,-118.38073,2,,2.202
34.05663,-118.38074,3,,2.2
34.17389,-118.38076,2,,1.95
34.04016,-118.38076,2,,2.094
34.05615,-118.38077,2,,2.197
34.04195,-118.3808,,,2.104
34.05502,-118.38081,2,,2.188
34.04177,-118.38084,,,2.103
34.05489,-118.38085,2,,2.187
34.03979,-118.38086,2,,2.092
34.19344,-118.38091,2,,1.971
34.03954,-118.38092,2,,2.091
34.03823,-118.38092,3,,2.083
34.03943,-118.38095,2,,2.09
34.05366,-118.38096,2,,2.178
34.15068,-118.38097,2,,2.431
34.04135,-118.38097,,,2.101
34.05351,-118.38098,2,FWL1,2.177
34.06215,-118.38101,,,2.242
34.1707,-118.38102,2,,2.01
34.06228,-118.38102,,,2.243
34.06109,-118.38104,2,,2.234
34.06079,-118.38105,2,,2.232
34.06012,-118.38106,,,2.227
34.05799,-118.3811,,,2.211
34.05227,-118.38111,2,FWL1,2.167
34.18095,-118.38112,2,,1.847
34.05779,-118.38112,,,2.209
34.04073,-118.38113,,,2.098
34.05641,-118.38117,,,2.199
34.05967,-118.3812,,,2.223
34.04049,-118.3812,,,2.096
34.052,-118.38121,3,FWL3,2.165
34.0512,-118.38127,2,,2.159
34.04007,-118.38131,,,2.094
33.95523,-118.38131,,,1.699
34.05106,-118.38132,2,,2.158
34.03565,-118.38132,2,,2.069
34.07138,-118.38133,,,2.203
34.04256,-118.38134,,,2.108
34.05065,-118.38135,2,,2.155
34.06004,-118.38136,,,2.226
34.15068,-118.38137,,,2.43
34.03983,-118.38138,,,2.093
34.17317,-118.38139,,,1.967
34.05344,-118.38139,,,2.176
34.05322,-118.38139,,,2.175
34.17878,-118.3814,,,1.866
34.15007,-118.38141,,,2.436
34.05022,-118.38141,,,2.152
34.17972,-118.38145,,,1.85
34.05248,-118.38152,,,2.169
34.03703,-118.38152,2,FWL3,2.077
34.04053,-118.38153,,,2.097
34.05235,-118.38154,,,2.168
33.95349,-118.38154,,,1.692
34.19163,-118.38155,2,,1.937
34.17426,-118.38156,2,,1.949
34.15735,-118.38156,,,2.314
34.1788,-118.38157,,,1.868
34.17072,-118.38158,2,,2.011
34.05215,-118.38159,,,2.167
34.03524,-118.38163,2,,2.066
34.06122,-118.38166,,,2.235
34.05142,-118.38167,,,2.161
34.05995,-118.38169,,,2.226
34.05129,-118.3817,,,2.16
34.05879,-118.38171,,,2.217
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.23427,-118.38173,,,2.434
34.05819,-118.38173,,,2.213
34.05767,-118.38174,,,2.209
34.05904,-118.38176,,,2.219
34.05851,-118.38176,,,2.215
34.05067,-118.38178,,,2.156
34.04073,-118.3818,,,2.098
34.05047,-118.38181,,,2.154
34.03505,-118.38183,2,,2.065
34.04253,-118.38187,,,2.108
34.03092,-118.38187,3,,2.041
34.17477,-118.38189,3,,1.942
34.17378,-118.38189,3,,1.959
34.04037,-118.38189,,,2.096
33.95711,-118.38189,,,1.705
34.04229,-118.38194,,,2.107
34.07326,-118.38196,,,2.226
34.07313,-118.38196,,,2.225
34.04268,-118.38196,,,2.109
34.07288,-118.38197,,,2.224
34.07138,-118.38198,,,2.215
34.04014,-118.38199,,,2.095
34.0537,-118.382,,,2.179
34.03931,-118.38201,,,2.09
34.17188,-118.38202,2,FWL3,1.993
34.04194,-118.38204,,,2.105
34.05315,-118.38205,,,2.175
34.03973,-118.38206,2,,2.092
34.04181,-118.38207,,,2.104
34.15013,-118.38208,,,2.435
34.05904,-118.38209,,,2.219
34.06115,-118.3821,,,2.235
34.17188,-118.38211,2,FWL3,1.993
34.05878,-118.38214,,,2.217
34.1391,-118.38215,3,FWL3,2.453
34.05833,-118.38215,,,2.214
34.05804,-118.38215,,,2.212
34.05819,-118.38216,,,2.213
34.05791,-118.38216,,,2.211
34.05765,-118.38216,,,2.209
34.05778,-118.38217,,,2.21
34.05752,-118.38217,,,2.208
34.05739,-118.38217,,,2.207
34.05668,-118.3822,,,2.201
34.05655,-118.38221,,,2.2
34.04095,-118.3823,,,2.1
34.05154,-118.38231,,,2.163
34.04083,-118.38234,,,2.099
34.03502,-118.38235,,,2.065
34.05126,-118.38237,,,2.161
34.05098,-118.38237,,,2.159
34.03947,-118.38238,,,2.091
34.17104,-118.38241,,,2.008
34.05057,-118.38243,,,2.155
34.05042,-118.38244,,,2.154
34.15736,-118.38245,,,2.31
34.05336,-118.38245,,,2.177
34.05323,-118.38247,,,2.176
34.04284,-118.38248,,,2.11
34.04047,-118.38248,,,2.097
34.05309,-118.38249,,,2.175
34.04023,-118.3825,,,2.096
33.95997,-118.38252,,,1.715
34.05282,-118.38253,,,2.173
34.04011,-118.38253,,,2.095
34.03314,-118.38253,2,,2.055
34.1755,-118.38255,2,,1.935
34.05268,-118.38255,,,2.172
34.0426,-118.38255,,,2.109
34.03998,-118.38256,,,2.094
33.95997,-118.38256,,,1.715
33.95997,-118.38256,,,1.715
33.95997,-118.38256,,,1.715
34.04241,-118.38257,,,2.108
34.05254,-118.38258,,,2.17
34.05241,-118.38259,,,2.17
34.04229,-118.38261,,,2.107
34.06204,-118.38263,,,2.242
34.06064,-118.38264,,,2.231
34.07138,-118.38268,2,,2.228
34.07111,-118.38268,2,FWL1,2.226
34.0537,-118.3827,,,2.179
34.07171,-118.38272,2,,2.23
34.06229,-118.38274,,,2.244
34.0615,-118.38274,,,2.238
34.05135,-118.38275,,,2.162
34.05121,-118.38277,,,2.161
34.05989,-118.38278,,,2.226
34.04177,-118.38278,,,2.104
34.06013,-118.38279,,,2.228
34.05094,-118.38279,,,2.159
34.05872,-118.38281,,,2.217
34.05079,-118.38282,,,2.157
34.15762,-118.38284,,,2.304
34.05683,-118.38284,,,2.203
34.05766,-118.38285,,,2.209
34.15074,-118.38286,,,2.426
34.05665,-118.38286,,,2.202
34.05643,-118.38286,,,2.2
34.15012,-118.38291,,,2.433
34.04245,-118.383,2,FWL3,2.109
34.04275,-118.38301,3,,2.11
34.18537,-118.38302,2,,1.89
34.17603,-118.38305,,,1.931
34.03956,-118.38305,3,,2.092
34.16989,-118.38307,2,,2.029
34.05335,-118.38308,,,2.177
34.04053,-118.38308,,,2.098
34.19176,-118.38309,2,,1.936
34.15736,-118.38312,,,2.307
34.05301,-118.38313,,,2.174
34.05321,-118.38316,,,2.176
34.04221,-118.38316,3,FWL3,2.107
34.04202,-118.3832,2,,2.106
34.1699,-118.38321,2,,2.029
34.05239,-118.38323,,,2.17
34.05239,-118.38323,,,2.17
34.04308,-118.38328,3,FWL3,2.112
34.04166,-118.3833,,,2.104
34.05188,-118.38333,2,,2.166
34.04117,-118.38343,2,,2.101
34.04105,-118.38346,2,,2.101
34.07185,-118.38354,,,2.246
34.04093,-118.38357,2,,2.1
34.04056,-118.3836,2,,2.098
34.03262,-118.38365,,,2.052
34.04031,-118.38366,2,,2.097
34.04287,-118.38367,2,,2.111
33.95131,-118.3837,3,,1.682
34.19176,-118.38374,2,,1.934
34.19149,-118.38374,2,,1.93
34.19135,-118.38374,2,,1.928
34.05478,-118.38374,,,2.188
34.04238,-118.38374,2,,2.109
34.19121,-118.38378,2,,1.926
34.04226,-118.38378,2,,2.108
34.15731,-118.3838,,,2.305
34.04208,-118.38383,3,FWL3,2.107
34.05384,-118.38386,,,2.181
34.18453,-118.38387,2,,1.893
34.05381,-118.38387,,,2.181
34.04188,-118.38389,3,FWL3,2.106
33.967,-118.3839,2,,1.738
34.13938,-118.38397,3,FWL1,2.449
34.04334,-118.38403,,,2.114
34.15795,-118.38405,,,2.292
34.0432,-118.38407,,,2.113
34.04129,-118.38408,2,,2.102
34.04116,-118.38408,2,,2.102
34.04381,-118.38411,,,2.117
34.04305,-118.38411,,,2.113
34.04105,-118.38415,2,FWL1,2.101
34.19135,-118.38418,,,1.927
34.19121,-118.38418,,,1.925
34.19108,-118.38418,,,1.923
34.04087,-118.38419,2,,2.1
34.19345,-118.3842,,,1.958
34.04262,-118.38423,,,2.11
33.95905,-118.38425,2,FWL3,1.71
34.04063,-118.38426,2,,2.099
34.04247,-118.38429,,,2.109
34.18453,-118.38432,,,1.896
34.18701,-118.38435,,,1.901
34.04218,-118.38435,,,2.108
34.04203,-118.38439,,,2.107
34.05679,-118.38441,2,,2.204
34.05641,-118.38443,2,,2.201
34.05628,-118.38443,2,,2.2
34.04189,-118.38443,,,2.106
34.05615,-118.38444,,,2.199
34.05419,-118.38447,2,,2.184
34.18453,-118.38448,,,1.897
34.04161,-118.38451,,,2.105
34.07295,-118.38455,,,2.268
34.04391,-118.38459,,,2.118
34.04376,-118.38463,,,2.117
34.18453,-118.38465,,,1.899
34.17247,-118.38466,2,,1.996
34.04362,-118.38467,,,2.116
34.04132,-118.38467,,,2.103
34.04103,-118.38467,,,2.101
34.03936,-118.38467,,,2.092
34.18696,-118.38469,,,1.902
34.04349,-118.38475,,,2.116
34.178,-118.38478,,,1.921
34.17858,-118.38479,,,1.913
33.96647,-118.38479,,,1.736
34.07321,-118.3848,2,,2.274
34.05423,-118.3848,2,,2.185
34.1912,-118.38482,,,1.924
34.19103,-118.38482,,,1.921
33.96717,-118.38483,,,1.738
34.07338,-118.38484,,,2.275
34.04305,-118.38486,,,2.113
34.04289,-118.38487,,,2.112
34.04077,-118.38488,,,2.1
34.05426,-118.38496,2,,2.185
34.04245,-118.38498,,,2.11
34.04261,-118.38499,,,2.111
34.04231,-118.38502,,,2.109
34.04216,-118.38506,,,2.108
34.07626,-118.38513,3,,2.291
34.18709,-118.38518,,,1.904
34.19268,-118.38525,,,1.943
34.04159,-118.38525,,,2.105
34.18518,-118.38528,,,1.904
34.05431,-118.38529,2,FWL1,2.186
34.0413,-118.3853,,,2.103
34.04115,-118.38534,,,2.102
34.04101,-118.38538,,,2.101
34.04076,-118.3854,,,2.1
34.04823,-118.38543,,,2.143
34.19049,-118.38547,,,1.913
34.07288,-118.38552,,,2.285
34.07626,-118.38553,,,2.297
34.05377,-118.38553,2,,2.182
34.05439,-118.38565,2,,2.186
34.18061,-118.38572,,,1.907
34.05379,-118.38572,2,,2.182
34.17247,-118.38574,2,FWL3,2.001
34.19059,-118.38575,,,1.914
34.04694,-118.38581,,,2.136
34.0749,-118.38582,,,2.297
33.96587,-118.38583,2,,1.732
34.18081,-118.38584,,,1.909
34.14587,-118.38587,2,,2.434
34.19302,-118.3859,,,1.946
34.0325,-118.38592,,,2.052
34.0409,-118.38599,3,,2.101
34.05425,-118.38601,2,,2.186
34.07432,-118.3861,,,2.299
34.07544,-118.38611,2,,2.303
34.04947,-118.38611,,,2.151
34.18769,-118.38612,,,1.907
34.18742,-118.38612,,,1.908
34.15795,-118.38612,,,2.283
34.15068,-118.38612,,,2.42
34.05457,-118.38614,,,2.188
34.04176,-118.38614,,,2.106
34.04934,-118.38615,,,2.15
34.04748,-118.38615,,,2.14
34.04154,-118.38616,,,2.105
34.0414,-118.3862,,,2.104
34.04709,-118.38623,,,2.137
34.04133,-118.38626,,,2.104
34.04118,-118.38626,,,2.103
34.19285,-118.3863,,,1.942
34.04118,-118.3863,,,2.103
34.14721,-118.38637,,,2.43
34.1833,-118.38648,2,,1.914
34.16486,-118.38659,,,2.14
34.07261,-118.38659,2,,2.302
34.18207,-118.3866,,,1.917
34.14874,-118.38662,,,2.427
34.18022,-118.38665,,,1.921
34.04331,-118.38668,,,2.116
34.18797,-118.38671,,,1.909
34.18045,-118.38676,,,1.922
34.15792,-118.38676,,,2.281
34.04265,-118.3868,,,2.112
34.1881,-118.38682,,,1.909
34.04282,-118.38684,,,2.113
34.04235,-118.38689,,,2.11
34.16462,-118.3869,,,2.145
34.18935,-118.38693,,,1.906
34.14772,-118.38693,,,2.428
34.19349,-118.38694,,,1.948
34.1928,-118.38694,,,1.939
34.14627,-118.38694,,,2.43
34.14813,-118.38695,,,2.427
34.03389,-118.38701,2,,2.06
34.16464,-118.38711,,,2.144
34.04073,-118.38716,2,,2.101
34.20541,-118.38718,,,2.119
34.14729,-118.38729,2,,2.428
34.17247,-118.3873,2,FWL3,2.008
34.14888,-118.38734,2,,2.425
34.15483,-118.38735,2,,2.337
34.21019,-118.38736,,,2.2
34.15614,-118.38737,2,,2.312
34.15534,-118.38737,2,,2.328
34.14915,-118.38737,2,,2.424
34.15498,-118.38739,2,,2.334
34.17272,-118.3874,3,,2.006
34.15566,-118.3874,2,,2.321
34.15547,-118.3874,2,,2.325
34.1746,-118.38741,2,,1.987
34.17972,-118.38744,,,1.935
34.14787,-118.38744,2,,2.426
34.14759,-118.38745,2,,2.427
34.15694,-118.38749,2,FWL3,2.296
34.17247,-118.38753,3,FWL3,2.01
34.15516,-118.38753,2,,2.33
34.17367,-118.38756,2,,1.998
34.18329,-118.38761,2,,1.925
34.05457,-118.38769,2,,2.189
34.05443,-118.3877,2,,2.188
34.15577,-118.38776,,,2.318
34.16178,-118.38777,3,,2.2
34.15687,-118.38792,2,,2.296
34.15831,-118.38794,2,,2.268
34.22847,-118.38808,,,2.404
34.15274,-118.38808,2,,2.376
34.171,-118.38811,2,,2.026
34.16291,-118.38812,2,,2.176
34.22979,-118.38814,,,2.41
34.22965,-118.38814,,,2.409
34.16367,-118.38816,2,,2.161
34.16352,-118.38816,2,,2.164
34.05457,-118.38817,3,,2.189
34.03176,-118.38829,,,2.048
34.14754,-118.38831,3,,2.425
34.14727,-118.38831,2,,2.425
34.14809,-118.38832,,,2.424
34.0396,-118.38833,2,FWL4,2.095
34.14961,-118.38834,3,,2.421
34.1731,-118.38842,,,2.008
34.07599,-118.38845,,,2.34
34.18597,-118.38856,,,1.922
34.15797,-118.3886,,,2.272
34.19568,-118.38861,,,1.965
34.19548,-118.38861,,,1.962
34.18995,-118.38863,,,1.904
34.1879,-118.38869,,,1.913
34.20816,-118.38874,,,2.146
34.05457,-118.38876,2,,2.19
34.03488,-118.38876,2,,2.067
34.19051,-118.38877,,,1.909
34.15098,-118.38887,,,2.408
34.20647,-118.38891,2,,2.116
34.03538,-118.38891,,,2.07
34.07378,-118.38902,3,,2.329
34.19075,-118.38905,,,1.911
34.19005,-118.38912,,,1.904
34.05381,-118.38915,2,,2.184
34.05324,-118.38916,3,,2.18
34.19142,-118.38919,,,1.918
34.19426,-118.38922,,,1.946
34.05261,-118.38922,2,,2.176
34.05456,-118.38926,3,,2.19
34.19632,-118.38928,,,1.967
34.19096,-118.38929,,,1.913
34.07378,-118.3894,3,FWL3,2.329
34.03517,-118.38952,,,2.069
34.19483,-118.38955,,,1.951
34.19469,-118.38967,,,1.949
34.19451,-118.38967,,,1.947
34.19784,-118.38968,,,1.979
34.19699,-118.38969,,,1.971
34.19501,-118.38969,,,1.952
34.07406,-118.38969,,,2.331
34.05336,-118.38975,2,,2.182
34.05311,-118.38976,,,2.18
34.05291,-118.38976,3,,2.178
34.05265,-118.38977,2,,2.176
34.19425,-118.38981,,,1.944
34.18984,-118.38983,,,1.904
34.1879,-118.38987,,,1.916
34.14126,-118.38994,,,2.434
34.05691,-118.39015,,,2.208
34.05612,-118.39015,2,,2.202
34.19666,-118.39022,,,1.966
34.16539,-118.39029,,,2.128
34.18987,-118.39032,,,1.908
34.03545,-118.39035,2,,2.071
34.20319,-118.3904,,,2.047
34.05611,-118.39048,,,2.202
34.05673,-118.39049,,,2.207
34.05652,-118.39051,,,2.205
34.05625,-118.39052,,,2.203
34.19728,-118.39054,,,1.972
34.16539,-118.39062,,,2.133
34.05456,-118.39065,,,2.191
34.19728,-118.3907,,,1.972
34.20397,-118.39073,,,2.057
34.18986,-118.39075,,,1.915
34.1879,-118.39078,,,1.929
34.19365,-118.39088,,,1.944
34.09117,-118.39089,,,2.45
34.19731,-118.3909,,,1.973
34.0568,-118.39106,,,2.207
34.05653,-118.39106,,,2.205
34.05625,-118.39106,,,2.203
34.05584,-118.39106,,,2.2
34.05611,-118.39107,,,2.202
34.19756,-118.39111,,,1.975
34.15718,-118.39116,,,2.287
34.20508,-118.3912,,,2.07
34.16539,-118.3912,,,2.141
34.1681,-118.39129,2,,2.095
34.18696,-118.3913,,,1.943
34.05455,-118.39138,3,,2.191
34.19682,-118.39141,,,1.97
34.19472,-118.39142,,,1.956
34.18988,-118.39142,,,1.925
34.14111,-118.39146,3,,2.431
34.18637,-118.39149,,,1.95
34.05598,-118.3915,2,,2.202
34.05653,-118.39151,2,,2.206
34.05639,-118.39152,2,,2.205
34.18697,-118.39153,,,1.947
34.03189,-118.39154,,,2.049
34.19423,-118.3916,,,1.954
34.17914,-118.39165,,,2.003
34.05456,-118.39171,3,,2.192
34.16814,-118.39173,2,,2.102
34.18193,-118.39181,,,1.986
34.16523,-118.39186,,,2.153
34.16634,-118.39187,,,2.134
34.15606,-118.39191,,,2.311
34.03585,-118.39195,3,,2.074
34.19683,-118.39197,,,1.972
34.16794,-118.39197,2,,2.109
34.19495,-118.39199,,,1.961
34.05694,-118.39209,3,,2.209
34.05639,-118.39209,2,,2.205
34.16732,-118.39213,,,2.122
34.03206,-118.39213,,,2.051
34.1487,-118.3922,,,2.414
34.19699,-118.39235,,,1.974
34.15583,-118.39236,,,2.317
34.05441,-118.39238,2,,2.191
34.031,-118.39238,,,2.044
34.14898,-118.39239,,,2.413
34.05455,-118.39239,2,,2.192
34.14758,-118.3924,,,2.415
34.0547,-118.3924,2,,2.193
34.16883,-118.39244,,,2.102
